n_{1}_\Pi_{0},K_{1}_\Pi_{0},\Pi_{0},\lambda_{1}_\Pi_{1},W_{1}_\Pi_{1},\Pi_{1},\miu_{1}_\Pi_{2},\lambda_{1}_\Pi_{2},\Pi_{2},L_{1}_\Pi_{3},K_{1}_\Pi_{3},\Pi_{3},\Pi_{0}_normalized,\Pi_{1}_normalized,\Pi_{2}_normalized,\Pi_{3}_normalized
38.12479645282131,100.0,2.62296482353022,0.004920086367573075,27.68224974102447,0.1361990595745678,0.00010512762004864158,0.0042490379779417204,40.417903268196596,29.405918062967608,100.0,3.400676006301438,0.1996149283929454,1.5720024485466682,1.3363571916291064,0.16967294469208521
48.50013643989748,100.0,2.0618498697199,0.003991121536341184,22.323175918875812,0.08909450816935816,1.0877871652725565e-05,0.0006767495902145812,62.21341929926288,42.78855739683941,100.0,2.3370734159732747,0.15691251762469538,1.0283241707525321,2.056993153373851,0.1166056771403664
18.343035290259145,100.0,5.451660448644715,0.0024532617249524713,8.86455359900135,0.02174707005321969,0.000614841214706324,0.0012364540374983535,2.0110135884253304,4.819201486200059,100.0,20.750325606089156,0.41488654377538564,0.2510035493575526,0.06649114016438083,1.0353144028954113
6.291174557736006,100.0,15.895283000379317,0.0009692237560499384,24.341379449581353,0.02359224321756002,0.0013124848187713364,0.0013267205686807771,1.0108464111019337,53.1548276098387,100.0,1.8812966666736115,1.2096753069055268,0.272300441872053,0.03342211648498546,0.09386520347202444
47.01215482049868,100.0,2.127109475875313,0.0033549391347421184,41.022606954116874,0.1376283494795109,1.2285059818025213e-05,0.001126805139088893,91.7215834338545,25.272707715642863,100.0,3.956837594339119,0.1618789554102132,1.5884992381520577,3.032636226478594,0.19742200817008804
29.023436317033557,100.0,3.445491392117171,0.001758973642356652,43.08828710672925,0.07579116131503272,0.00010770149399156742,0.0017824715843205608,16.550110107665922,48.96265970105742,100.0,2.042372710358305,0.26221149111344716,0.8747776345709399,0.5472045028628658,0.10190191340872234
8.301168398731404,100.0,12.046496974483993,0.0007878047908024603,50.236043565385216,0.03957619579177158,0.001838403508580002,0.003529406986484138,1.9198217203198664,33.878629995729035,100.0,2.9517132189999025,0.9167719709298461,0.45678638959152074,0.06347601817865622,0.14727244607432144
32.89499161377541,100.0,3.0399764552036874,0.0043062465187493765,37.040797387234356,0.15950680480047894,0.00025256765216512446,0.002693643317046437,10.665036848366388,56.098901426038466,100.0,1.782566101260313,0.23135067499876164,1.841019229423736,0.35262340544316323,0.08893915178884507
31.214137033354277,100.0,3.2036765870907686,0.007837901952146889,21.056901978103404,0.16504193312034235,0.0016053817223087529,0.001747135059984192,1.0882988361618937,11.772179908079103,100.0,8.4946034448022,0.24380871096303194,1.9049053920670356,0.035982964447611857,0.4238287851593005
18.108310813503977,100.0,5.522326241795377,0.0004905652749273037,28.934423664907026,0.014194223500038197,0.00037723677020136284,0.0016910691163800077,4.482779119006195,26.7596323078957,100.0,3.736972124631697,0.4202644074482256,0.16382898800459292,0.1482163504231676,0.18645206524925692
28.68481716657468,100.0,3.486164803467047,0.003089825508347768,43.99618875310169,0.1359405462794168,0.0003645269505753418,0.0010941597024890645,3.0015879505263614,57.06211523768252,100.0,1.752476219703161,0.2653068509982874,1.5690187015646506,0.09924299183400337,0.08743785063584558
36.68736129730293,100.0,2.725734325497852,0.0004776902723525973,57.692964393641425,0.027559367874027272,0.0005102300137081814,0.007566420137673122,14.829429736371067,37.06959260848018,100.0,2.69762878314243,0.20743597372005637,0.31808878793799655,0.4903127939234694,0.1345951859200228
20.347482309673936,100.0,4.914612947099423,0.001067531599250523,0.42013042210789386,0.0004485025014066372,0.0006546319488306751,0.0018714064903200792,2.8587154868668514,38.1886062308526,100.0,2.6185820816683782,0.37401573315571035,0.00517659250065917,0.09451912867291284,0.13065123872174633
6.296142701608383,100.0,15.882740391899706,0.00402359645846989,24.058673670941133,0.09680239417788152,0.0010547337512994473,0.001411061264122121,1.3378364562465863,33.52259456462306,100.0,2.983062656657597,1.2087207794673172,1.1172881894202489,0.04423355060418241,0.14883659137718638
